g_ptsx,g_ptsy
2.06E-04,0.242569522
2.06E-04,0.241560217
2.07E-04,0.240595216
2.08E-04,0.239586275
2.08E-04,0.238621008
2.09E-04,0.23761228
2.10E-04,0.236646831
2.11E-04,0.235638264
2.11E-04,0.234672668
2.12E-04,0.233664241
2.13E-04,0.232698509
2.13E-04,0.231690215
2.14E-04,0.23072435
2.15E-04,0.229716191
2.15E-04,0.228750187
2.16E-04,0.227742174
2.17E-04,0.226776015
2.17E-04,0.225768168
2.18E-04,0.224801831
2.19E-04,0.223794166
2.20E-04,0.222827698
2.20E-04,0.221819743
2.21E-04,0.220859942
2.22E-04,0.21996103
2.22E-04,0.219135568
2.23E-04,0.218261365
2.24E-04,0.217432746
2.24E-04,0.2165598
2.25E-04,0.2157305
2.26E-04,0.214857988
2.26E-04,0.214028382
2.27E-04,0.2131561
2.28E-04,0.212326314
2.29E-04,0.211454177
2.29E-04,0.210624273
2.30E-04,0.209752232
2.31E-04,0.20892225
2.31E-04,0.208050269
2.32E-04,0.207220246
2.33E-04,0.206348286
2.33E-04,0.205518266
2.34E-04,0.204646275
2.35E-04,0.203816321
2.35E-04,0.202944214
2.36E-04,0.202114449
2.37E-04,0.201242043
2.37E-04,0.200412759
2.38E-04,0.199539531
2.39E-04,0.198711824
2.40E-04,0.197834764
2.40E-04,0.197047528
2.41E-04,0.196299418
2.42E-04,0.195584617
2.42E-04,0.194835343
2.43E-04,0.194121639
2.44E-04,0.19337172
2.44E-04,0.192658411
2.45E-04,0.191908243
2.46E-04,0.191195092
2.46E-04,0.190444827
2.47E-04,0.189731729
2.48E-04,0.188981444
2.49E-04,0.18826834
2.49E-04,0.187518082
2.50E-04,0.186804932
2.51E-04,0.186054738
2.51E-04,0.185341508
2.52E-04,0.184591411
2.53E-04,0.183878066
2.53E-04,0.183128105
2.54E-04,0.182414597
2.55E-04,0.181664832
2.55E-04,0.180951083
2.56E-04,0.180201624
2.57E-04,0.179487471
2.57E-04,0.178738578
2.58E-04,0.178023557
2.59E-04,0.177276196
2.60E-04,0.176557703
2.60E-04,0.175847972
2.61E-04,0.17524165
2.62E-04,0.174592028
2.62E-04,0.173984055
2.63E-04,0.173335639
2.64E-04,0.172726913
2.64E-04,0.172079014
